2022-05-16 02:13:34.012910,29.40,27.00
2022-05-16 02:13:35.036741,29.40,27.00
2022-05-16 02:13:36.083234,29.40,27.00
2022-05-16 02:13:37.116042,29.40,27.00
2022-05-16 02:13:38.166652,29.40,27.00
2022-05-16 02:13:39.182715,29.40,27.00
2022-05-16 02:13:40.231545,29.40,28.00
2022-05-16 02:13:41.254839,29.40,28.00
2022-05-16 02:13:42.302955,29.40,28.00
2022-05-16 02:13:43.318611,29.40,28.00
2022-05-16 02:13:44.362804,29.40,28.00
2022-05-16 02:13:45.382825,29.40,28.00
2022-05-16 02:13:46.429683,29.50,28.00
2022-05-16 02:13:47.445540,29.50,28.00
